ExampleID	Coder	Journal	Vol	No	Year	Pages	ExPg	ExNo	Example Sentence	Language	Argument	Predicate	GramFunction	ThetaRole	Gender	Number	Name?	Pronoun?	Content	Comments	ExType	Filename																																																																																																																																																																																																																																									
NLLT_00005	RD	NLLT	23	NA	2005	pp1003–1009	p1006	2b	ex:Zhangsani shuo Lisi piping-le ziji)i.|Zhangsan said Lisi criticize-Perf self|‘Zhangsan said that Lisi criticized Zhangsan.’	O	Zhangsan	say	S	A	U	S	Y	N			Constructed	file:2005_Article_InstructionsForAuthors.html																																																																																																																																																																																																																																									
NLLT_00005	RD	NLLT	23	NA	2005	pp1003–1009	p1006	2b	ex:Zhangsani shuo Lisi piping-le ziji)i.|Zhangsan said Lisi criticize-Perf self|‘Zhangsan said that Lisi criticized Zhangsan.’	O	Lisi	criticize	S	A	U	S	Y	N	E		Constructed	file:2005_Article_InstructionsForAuthors.html																																																																																																																																																																																																																																									
NLLT_00005	RD	NLLT	23	NA	2005	pp1003–1009	p1006	2b	ex:Zhangsani shuo Lisi piping-le ziji)i.|Zhangsan said Lisi criticize-Perf self|‘Zhangsan said that Lisi criticized Zhangsan.’	O	Zhangsan	criticize	O	P	U	S	Y	N	E		Constructed	file:2005_Article_InstructionsForAuthors.html																																																																																																																																																																																																																																									
NLLT_00006	RD	NLLT	24	NA	2006	pp1–55	p5	1a	ex:Amato nja´ n d?´ baku´ ba.|Amato eat Det banana|Amato ate the banana.	O	Amato	eat	S	A	U	S	Y	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00007	RD	NLLT	24	NA	2006	pp1–55	p5	1b	ex:Amato bi sa ta´ woo´ ko a d?´ ke´ ?´ ki.|Amato Ant Mood Prog work at Det church|Amato could/might have been working at the church.	O	Amato	work	S	A	U	S	Y	N	O		Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00008	RD	NLLT	24	NA	2006	pp1–55	p7	6b	ex:(*We) i bo´ i and?´ ?|Foc 2sg cook what|What did you cook?	O		cook									Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00009	RD	NLLT	24	NA	2006	pp1–55	p12	14b	ex:D?´ si na bu´ ku fu mi. [Genitive]|Dem Cop book fu mi|This is my book.	O											Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00010	RD	NLLT	24	NA	2006	pp1–55	p12	14c	ex:Amato bo´ i d?´ gan?´ a fu nja ´ n. [Prepositional comp]|Amato cook Det chicken fu1 eat|Amato cooked the chicken to eat.	O	Amato	cook	S	A	U	S	Y	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00011	RD	NLLT	24	NA	2006	pp1–55	p12	14d	ex:Amato fu bo ´ i d?´ gan?´ a. [Deontic modality]|Amato fu2 cook Det chicken|Amato should cook the chicken.	O	Amato	cook	S	A	U	S	Y	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00012	RD	NLLT	24	NA	2006	pp1–55	p12	14e	ex:Amato a´ bi fu bo´ i d?´ gan?´ a. [Deontic modality]|Amato have fu2 cook Det chicken|Amato has to/must cook the chicken.	O	Amato	cook	S	A	U	S	Y	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00013	RD	NLLT	24	NA	2006	pp1–55	p13	15a	ex:D?´ wo´ mi d?´ fu woo´ ko a d?´ baka ´a wo´ su.|Det man who fu2 work at Det white.man house|The man who should work at the white man’s house.	O	The man	work	S	A	M	S	N	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00013	RD	NLLT	24	NA	2006	pp1–55	p13	15a	ex:D?´ wo´ mi d?´ fu woo´ ko a d?´ baka ´a wo´ su.|Det man who fu2 work at Det white.man house|The man who should work at the white man’s house.	O	the white man	work			M	S	N	N	S	possessor	Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00014	RD	NLLT	24	NA	2006	pp1–55	p13	XXc	ex:D?´ wo´ mi d?´ fu ta´ woo ´ ko a d?´ baka ´a wo´ su.|Det man who fu2 Prog work at Det white.man house|The man who should be working at the white man’s house.	O	The man	work	S	A	M	S	N	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00014	RD	NLLT	24	NA	2006	pp1–55	p13	XXc	ex:D?´ wo´ mi d?´ fu ta´ woo ´ ko a d?´ baka ´a wo´ su.|Det man who fu2 Prog work at Det white.man house|The man who should be working at the white man’s house.	O	the white man	work			M	S	N	N	S	possessor	Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00015	RD	NLLT	24	NA	2006	pp1–55	p15	17a	ex:D?´ wo´ mi a´ bi fu woo´ ko a d?´ baka ´a wo´ su.|Det man have fu2 work at Det white.man house|The man has to/must work at the white man’s house.	O	The man	work	S	A	M	S	N	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00015	RD	NLLT	24	NA	2006	pp1–55	p15	17a	ex:D?´ wo´ mi a´ bi fu woo´ ko a d?´ baka ´a wo´ su.|Det man have fu2 work at Det white.man house|The man has to/must work at the white man’s house.	O	the white man	work			M	S	N	N	S	possessor	Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00016	RD	NLLT	24	NA	2006	pp1–55	p15	17b	ex:Mwen gen pou [mwen travay maten an].|1sg have for 1sg work morning Det|I have to work this morning.	O											Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00017	RD	NLLT	24	NA	2006	pp1–55	p18	21a	ex:D?´ wo´ mi d?´ fu woo´ ko a d?´ baka ´a wo´ su.|Det man who fu2 work at Det white.man house|The man who should work at the white man’s house.	O	The man	work	S	A	M	S	N	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00017	RD	NLLT	24	NA	2006	pp1–55	p18	21a	ex:D?´ wo´ mi d?´ fu woo´ ko a d?´ baka ´a wo´ su.|Det man who fu2 work at Det white.man house|The man who should work at the white man’s house.	O	the white man	work			M	S	N	N	S	possessor	Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00018	RD	NLLT	24	NA	2006	pp1–55	p18	21b	ex:D?´ wo´ mi d?´ mu´ su woo´ ko a d?´ baka ´a wo´ su.|Det man who fu2 work at Det white.man house|The man who has to/must work at the white man’s house.	O	The man	work	S	A	M	S	N	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00018	RD	NLLT	24	NA	2006	pp1–55	p18	21b	ex:D?´ wo´ mi d?´ mu´ su woo´ ko a d?´ baka ´a wo´ su.|Det man who fu2 work at Det white.man house|The man who has to/must work at the white man’s house.	O	the white man	work			M	S	N	N	S	possessor	Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00019	RD	NLLT	24	NA	2006	pp1–55	p18	XXb	ex:I musu guli tu sii. [weak modality]|2sg musu swallow two pills|You should take two pills.	O											Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00020	RD	NLLT	24	NA	2006	pp1–55	p19	XXd	"ex:Mi k€e begi i ?i musu heepi mi. [hope, wish]|1sg want ask 2sg fu-2sg musu help 1sg|I want to ask you to help me."	O											Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00021	RD	NLLT	24	NA	2006	pp1–55	p25	XXb	ex:*N?´ Ko` f?´ j?` ha` n.|n?´2 Ko? sing song|Ko? should sing a song.	O	Kofi	should	S	A	M	S	Y	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00022	RD	NLLT	24	NA	2006	pp1–55	p33	44	ex:Amato ba´ i fa´ tu fu bo´ i d?´ gan?´ a.|Amato buy fat fu1/ *fu2 cook Det chicken|Amato bought fat in order to cook the chicken.	O	Amato	buy	S	A	U	S	Y	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00023	RD	NLLT	24	NA	2006	pp1–55	p35	48a	ex:Amato ke? fu [a ma ´ tu] Ajawa k?´ si d?´ o´ g?´ fou.36|Amato want fu1 Loc jungle Ajawa catch Det owl|Amato wants Ajawa to catch the owl IN THE JUNGLE.	O	Amato	want	S	E	U	S	Y	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00024	RD	NLLT	24	NA	2006	pp1–55	p35	48b	ex:Amato ke? [a ma ´ tu] fu Ajawa k?´ si d?´ o´ g?´ fou.|Amato want Loc jungle fu1 Ajawa catch Det owl|Amato wants Ajawa to catch the owl IN THE JUNGLE.	O	Ajawa	catch	O	A	U	S	Y	N			Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00025	RD	NLLT	24	NA	2006	pp1–55	p39	55	ex:Amato ke? [a ma ´ tu] fu Ajawa k?´ si d?´ o´ g?´ fou.|Amato want Loc jungle fu1 Ajawa catch Det owl|Amato wants Ajawa to catch the owl IN THE JUNGLE.	O											Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00026		NLLT	24	NA	2006	pp1–55	p48	67a	ex:Jan stat ? mek moni.|John start ? make money|John started to make money.	O	John	start	S	A	M	S	Y	N		"Involves money, possibly 'occupation'?"	Constructed	file:Aboh2006_Article_ComplementationInSaramaccanAnd.html																																																																																																																																																																																																																																									
NLLT_00097		NLLT	17	NA	1999	pp673–711	p697	12	"ex:The local conjunction of C1 and C2 in domain D , C1 & C2 , is|violated when there is some domain of type D in which both|C1 and C2 are violated."	E											Constructed	file:Aissen1999_Article_MarkednessAndSubjectChoiceInOp.html																																																																																																																																																																																																																																									
NLLT_00098		NLLT	17	NA	1999	pp673–711	p697	13	"ex:Universally, C1 & C2 dominates C1 , C2 ."	E											Constructed	file:Aissen1999_Article_MarkednessAndSubjectChoiceInOp.html																																																																																																																																																																																																																																									
NLLT_00099		NLLT	17	NA	1999	pp673–711	p698	14	ex:The local conjunction of C1 with subhierarchy [C2 C3 · · ·|Cn ] yields the subhierarchy [C1 & C2 C1 & C3 · · · C1|& Cn ].	E											Constructed	file:Aissen1999_Article_MarkednessAndSubjectChoiceInOp.html																																																																																																																																																																																																																																									
NLLT_06987		NLLT	17	NA	1999	pp713–781	p721	8a	ex:le livre dont Marie lit [la ?n] ...|the book of-which Marie reads the end|the book whose end Marie is reading ...	O	Marie	read	S	A	F	S	Y	N	B		Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06988		NLLT	17	NA	1999	pp713–781	p721	8b	ex:le livre la ?n duquel Marie n’a pas aim´ e ...|the book the end of-which Marie has not liked|the book whose end Marie didn’t like ...	O	Marie	(not) like	S	A	F	S	Y	N	"B, E"		Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06989		NLLT	17	NA	1999	pp713–781	p731	XXb	ex:SonT h interpr´etation par Karajan est passionante.|3.sg interpretation by Karajan is fascinating|Its interpretation by Karajan is fascinating.	O	Karajan	be	Q		U	S	Y	N			Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06990		NLLT	17	NA	1999	pp713–781	p734	17a	ex:?Par qui as-tu vu [le portrait]?|by whom have you seen the portrait|By whom did you see the portrait?	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06991		NLLT	17	NA	1999	pp713–781	p734	17b	ex:?Sur qui as-tu lu [le livre]?|on whom have you read the book|On whom did you read the book?	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06992		NLLT	17	NA	1999	pp713–781	p736	24	ex:Nominal Denotation Hypothesis: A noun head can take at|most one individual de-phrase and at most one property de-|phrase.	E											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06993		NLLT	17	NA	1999	pp713–781	p737	XXb	ex:La traduction [de cette trag´ edie]T h a dur´ e cinq ans.|the translation of this tragedy has lasted ?ve years|The translation of this tragedy lasted ?ve years.	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06994		NLLT	17	NA	1999	pp713–781	p745	34a	"ex:A description (of the suspect) appeared in the evening paper.|b. I read several descriptions (of the suspect), none of which I|found helpful."	E											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06995		NLLT	17	NA	1999	pp713–781	p749	34b	ex:Les attaques de partisans sont toujours rapides.|the attacks of partisans are always rapid|The partisan attack are always rapid.	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06996		NLLT	17	NA	1999	pp713–781	p749	34c	"ex:En ce moment, une attaque de partisans serait fatale.|at this moment an attack of partisans would-be fatal|At this moment, a partisan attack would be fatal."	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06997		NLLT	17	NA	1999	pp713–781	p749	40a	ex:J’ ai invit´e l’´etudiant de Marie.|I have invited the student of Marie|I invited Marie’s student.	O	Marie				F	S	Y	N		possessor	Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06998		NLLT	17	NA	1999	pp713–781	p749	40b	ex:J’ ai invit´ e un e´ tudiant de Marie.|I have invited a student of Marie|I invited a student of Marie’s.	O	student	invite	O	P	N	S	N	N			Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_06999		NLLT	17	NA	1999	pp713–781	p750	41a	ex:Le chien de Marie est un quadrup`ede.|the dog of Marie is a quadruped|The dog of Marie’s is a quadruped.	O	Marie				F	S	Y	N		possessor	Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07000		NLLT	17	NA	1999	pp713–781	p751	42	ex:Un chien de Marie a trois pattes. Il a eu un accident.|a dog of Marie has three legs he has had an accident|A dog of Marie’s has three legs. He had an accident.	O	Marie				F	S	Y	N		possessor	Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07001		NLLT	17	NA	1999	pp713–781	p751	44a	ex:That book could belong to one of three people.|b. This is one of a number of counterexamples to the Partitive|Constraint.	E											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07002		NLLT	17	NA	1999	pp713–781	p757	53a	ex:C’ est de Pauli que j’ ai vu la photo ti .|it is of Paul that I have seen the picture|It is of Paul that I saw the picture.	O	Paul		O		M	S	Y	N			Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07003		NLLT	17	NA	1999	pp713–781	p757	54a	ex:De quii ai- je vu la photo ti ?|of who have I seen the picture|Who did I see the picture of ?	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07004		NLLT	17	NA	1999	pp713–781	p757	XXc	"ex:Pauli donti j’ ai vu la photo ti ...|Paul of-whom I have seen the picture|Paul, of whom I saw the picture ..."	O	Paul		S		M	S	Y	N			Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07005		NLLT	17	NA	1999	pp713–781	p759	56a	ex:? Paul qu’il y avait dans cette pi` ece mangeait des goyaves.|Paul that there was in this room eat-3.sg.pst guavas|Paul that there was in this room was eating guavas.	O	Paul	be	S	A	M	S	Y	N			Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07006		NLLT	17	NA	1999	pp713–781	p764	56b	ex:? I perigrafes [tu Yani] [tis Marias] ine idieteros gla?res.|the descriptions of Yanis of Maria are particularly lively|putatively: Yanis’s descriptions of Maria are particularly lively.	O	Yanis				U	S	Y	N		possessor	Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
											Maria				F	S	Y	N	A	possessor																																																																																																																																																																																																																																											
NLLT_07007		NLLT	17	NA	1999	pp713–781	p767	66a	ex:Parakoluthisa tin/ ? mia aponomi ton vravion.|attended-1.sg the/ ? an award of-the prizes|I attended the awarding of the prizes.	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07008		NLLT	17	NA	1999	pp713–781	p767	66b	ex:–Pia aponomi parakoluthises?|which award ceremony attended-2.sg|Which award ceremony did you attend?	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07009		NLLT	17	NA	1999	pp713–781	p767	66c	ex:Parakoluthisa tin/ mia aponomi vravion.|attended-1.sg the/ a award of prizes|I attended the/a prize award (ceremony).	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07010		NLLT	17	NA	1999	pp713–781	p767	66d	ex:–Ti (idus) aponomi parakoluthises?|what sort award attended-2.sg|What sort of award (ceremony) did you attend?	O											Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
NLLT_07011		NLLT	17	NA	1999	pp713–781	p769	XXb	ex:Den ida tus pinakes tis olon ton kiviston.|not saw-1.sg the paintings 3.sg of-all the cubists|I didn’t see her paintings of all the cubists.	O	her				F	S	N	Y		possessor	Constructed	file:Kolliakou1999_Article_De-PhraseExtractabilityAndIndi.html																																																																																																																																																																																																																																									
										O	cubists				N	P	N	N		possessor																																																																																																																																																																																																																																											
NLLT_10064		NLLT	17	NA	1999	pp499–540	p501	2	ex:WT-IDENTITY: (McCarthy 1995)|Monomoraic input vowels are monomoraic in the output.|Bimoraic input vowels are bimoraic in the output.	E											Constructed	file:Rosenthall-VanDerHulst1999_Article_Weight-by-PositionByPosition.html																																																																																																																																																																																																																																									
NLLT_10065		NLLT	17	NA	1999	pp499–540	p509	14	ex:{ta.qú:.}ma.{lu.ní}|{a.kú:.}tar.{tu.nír.}tuq.|{ná:.}{qu.lú:.}ku.	O											Constructed	file:Rosenthall-VanDerHulst1999_Article_Weight-by-PositionByPosition.html																																																																																																																																																																																																																																									
NLLT_10066		NLLT	17	NA	1999	pp499–540	p516	27	ex:ba.gán.dar.la.din. yu.ni.vár.si.ti. mu.kád.di.ma.	O											Constructed	file:Rosenthall-VanDerHulst1999_Article_Weight-by-PositionByPosition.html																																																																																																																																																																																																																																									
NLLT_10067		NLLT	17	NA	1999	pp499–540	p533	56	ex:´ ?.]|[ti.?a up.]‘in?ate’|‘hornbill’ [b .la.t´	O											Constructed	file:Rosenthall-VanDerHulst1999_Article_Weight-by-PositionByPosition.html																																																																																																																																																																																																																																									
NLLT_10123		NLLT	17	NA	1999	pp541–586	p544	7	ex:through (9). ALL-CAPS glosses indicate focus throughout the paper.	E											Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10124		NLLT	17	NA	1999	pp541–586	p545	XXb	ex:Govorite li anglijski? (Bulgarian)|speak2.P L Q English|Do you speak English?	O											Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10125		NLLT	17	NA	1999	pp541–586	p545	XXb	ex:Ot dve poluistini stava li edna cjala? (Bulgarian)|from two half-truths becomes3.SG Q one whole|Do two half truths make a whole one?	O											Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10126		NLLT	17	NA	1999	pp541–586	p546	XXb	ex:[Prez gradinata] li xodeše? (Bulgarian)|through garden + the Q walked2.SG|Were you walking THROUGH THE GARDEN?	O											Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10127		NLLT	17	NA	1999	pp541–586	p548	XXb	ex:Xodeše li prez gradinata? (Bulgarian)|walked2.SG Q through garden + the|Were you walking through the garden?	O											Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10128		NLLT	17	NA	1999	pp541–586	p554	26	ex:NE mi go DAle. (Macedonian)|not meDAT itACC gaveP L|They didn’t give it to me.	O	they	give	S	A	N	P	N	Y			Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10129		NLLT	17	NA	1999	pp541–586	p555	29a	ex:NE sme mu go DAle.|not are1.P L himDAT itACC givenP L|We didn’t give it to him.	O	him	give	O	R	M	S	N	Y			Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10130		NLLT	17	NA	1999	pp541–586	p556	30a	ex:[NE] li SAkaš da Odiš? (Macedonian)|not Q want2.SG to go2.SG|Do you (really) not want to go?	O											Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10131		NLLT	17	NA	1999	pp541–586	p556	30b	ex:[NE sakaš] li da Odiš? (Macedonian)|not want2.SG Q to go2.SG|Don’t you want to go?	O											Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10132		NLLT	17	NA	1999	pp541–586	p557	33a	ex:[NE] [mi go DAle] b. [ne mi GO dale]|not meDAT itACC gaveP L not meDAT itACC gaveP L|They DIDN’T give it to me. They didn’t give it to me.	O	they	give	S	A	N	P	N	Y			Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
NLLT_10133		NLLT	17	NA	1999	pp541–586	p558	36a	ex:? NE sme mu go li DAle? Without ESD|b. [ne sme mu GO dale] li? With ESD|Didn’t we give it to him?	O	him	give	O	R	M	S	N	Y			Constructed	file:Rudin1999_Article_MacedonianAndBulgarianLiQuesti.html																																																																																																																																																																																																																																									
