"","ID","Item","Answer","NotAns","Truth","NonNative","ForeignLang","Most","Determiner","Number","Yes","Acc.Fil","Acc.Mtn","NotAll","LowAcc","LowMtn"
"109","A1W8NQVJB92ZSO","Answer.Mtn.t01",TRUE,0,"t",0,1,1,"Mtn",1,1,91.7,100,0,0,0
"110","A1W8NQVJB92ZSO","Answer.Mtn.t02",TRUE,0,"t",0,1,1,"Mtn",2,1,91.7,100,0,0,0
"111","A1W8NQVJB92ZSO","Answer.Mtn.t03",TRUE,0,"t",0,1,1,"Mtn",3,1,91.7,100,0,0,0
"112","A1W8NQVJB92ZSO","Answer.Mtn.t04",TRUE,0,"t",0,1,1,"Mtn",4,1,91.7,100,0,0,0
"113","A1W8NQVJB92ZSO","Answer.Mtn.t05",TRUE,0,"t",0,1,1,"Mtn",5,1,91.7,100,0,0,0
"114","A1W8NQVJB92ZSO","Answer.Mtn.t06",TRUE,0,"t",0,1,1,"Mtn",6,1,91.7,100,0,0,0
"115","A1W8NQVJB92ZSO","Answer.Mtn.t07",TRUE,0,"t",0,1,1,"Mtn",7,1,91.7,100,0,0,0
"116","A1W8NQVJB92ZSO","Answer.Mtn.t08",TRUE,0,"t",0,1,1,"Mtn",8,1,91.7,100,0,0,0
"117","A1W8NQVJB92ZSO","Answer.Mtn.t09",TRUE,0,"t",0,1,1,"Mtn",9,1,91.7,100,0,0,0
"118","A1W8NQVJB92ZSO","Answer.Mtn.t10",TRUE,0,"t",0,1,1,"Mtn",10,1,91.7,100,0,0,0
"119","A1W8NQVJB92ZSO","Answer.Mtn.t11",TRUE,0,"t",0,1,1,"Mtn",11,1,91.7,100,0,0,0
"120","A1W8NQVJB92ZSO","Answer.Mtn.t12",TRUE,0,"t",0,1,1,"Mtn",12,1,91.7,100,0,0,0
"121","A1W8NQVJB92ZSO","Answer.Prop.f01",FALSE,0,"f",0,1,1,"Prop",1,0,91.7,100,0,0,0
"122","A1W8NQVJB92ZSO","Answer.Prop.f02",FALSE,0,"f",0,1,1,"Prop",2,0,91.7,100,0,0,0
"123","A1W8NQVJB92ZSO","Answer.Prop.f03",FALSE,0,"f",0,1,1,"Prop",3,0,91.7,100,0,0,0
"124","A1W8NQVJB92ZSO","Answer.Prop.f04",FALSE,0,"f",0,1,1,"Prop",4,0,91.7,100,0,0,0
"125","A1W8NQVJB92ZSO","Answer.Prop.f05",FALSE,0,"f",0,1,1,"Prop",5,0,91.7,100,0,0,0
"126","A1W8NQVJB92ZSO","Answer.Prop.f06",FALSE,0,"f",0,1,1,"Prop",6,0,91.7,100,0,0,0
"127","A1W8NQVJB92ZSO","Answer.Prop.f07",FALSE,0,"f",0,1,1,"Prop",7,0,91.7,100,0,0,0
"128","A1W8NQVJB92ZSO","Answer.Prop.f08",FALSE,0,"f",0,1,1,"Prop",8,0,91.7,100,0,0,0
"129","A1W8NQVJB92ZSO","Answer.Prop.f09",FALSE,0,"f",0,1,1,"Prop",9,0,91.7,100,0,0,0
"130","A1W8NQVJB92ZSO","Answer.Prop.f10",TRUE,0,"f",0,1,1,"Prop",10,1,91.7,100,0,0,0
"131","A1W8NQVJB92ZSO","Answer.Prop.f11",FALSE,0,"f",0,1,1,"Prop",11,0,91.7,100,0,0,0
"132","A1W8NQVJB92ZSO","Answer.Prop.f12",FALSE,0,"f",0,1,1,"Prop",12,0,91.7,100,0,0,0
"133","A1W8NQVJB92ZSO","Answer.Prop.t01",TRUE,0,"t",0,1,1,"Prop",1,1,91.7,100,0,0,0
"134","A1W8NQVJB92ZSO","Answer.Prop.t02",TRUE,0,"t",0,1,1,"Prop",2,1,91.7,100,0,0,0
"135","A1W8NQVJB92ZSO","Answer.Prop.t03",TRUE,0,"t",0,1,1,"Prop",3,1,91.7,100,0,0,0
"136","A1W8NQVJB92ZSO","Answer.Prop.t04",TRUE,0,"t",0,1,1,"Prop",4,1,91.7,100,0,0,0
"137","A1W8NQVJB92ZSO","Answer.Prop.t05",TRUE,0,"t",0,1,1,"Prop",5,1,91.7,100,0,0,0
"138","A1W8NQVJB92ZSO","Answer.Prop.t06",TRUE,0,"t",0,1,1,"Prop",6,1,91.7,100,0,0,0
"139","A1W8NQVJB92ZSO","Answer.Prop.t07",TRUE,0,"t",0,1,1,"Prop",7,1,91.7,100,0,0,0
"140","A1W8NQVJB92ZSO","Answer.Prop.t08",TRUE,0,"t",0,1,1,"Prop",8,1,91.7,100,0,0,0
"141","A1W8NQVJB92ZSO","Answer.Prop.t09",TRUE,0,"t",0,1,1,"Prop",9,1,91.7,100,0,0,0
"142","A1W8NQVJB92ZSO","Answer.Prop.t10",TRUE,0,"t",0,1,1,"Prop",10,1,91.7,100,0,0,0
"143","A1W8NQVJB92ZSO","Answer.Prop.t11",TRUE,0,"t",0,1,1,"Prop",11,1,91.7,100,0,0,0
"144","A1W8NQVJB92ZSO","Answer.Prop.t12",TRUE,0,"t",0,1,1,"Prop",12,1,91.7,100,0,0,0
"145","A164RBTU9AO3G7","Answer.Many.f01",FALSE,0,"f",0,0,1,"Many",1,0,93.1,100,0,0,0
"146","A164RBTU9AO3G7","Answer.Many.f02",FALSE,0,"f",0,0,1,"Many",2,0,93.1,100,0,0,0
"147","A164RBTU9AO3G7","Answer.Many.f03",FALSE,0,"f",0,0,1,"Many",3,0,93.1,100,0,0,0
"148","A164RBTU9AO3G7","Answer.Many.f04",FALSE,0,"f",0,0,1,"Many",4,0,93.1,100,0,0,0
"149","A164RBTU9AO3G7","Answer.Many.f05",FALSE,0,"f",0,0,1,"Many",5,0,93.1,100,0,0,0
"150","A164RBTU9AO3G7","Answer.Many.f06",FALSE,0,"f",0,0,1,"Many",6,0,93.1,100,0,0,0
"151","A164RBTU9AO3G7","Answer.Many.f07",FALSE,0,"f",0,0,1,"Many",7,0,93.1,100,0,0,0
"152","A164RBTU9AO3G7","Answer.Many.f08",FALSE,0,"f",0,0,1,"Many",8,0,93.1,100,0,0,0
"153","A164RBTU9AO3G7","Answer.Many.f09",FALSE,0,"f",0,0,1,"Many",9,0,93.1,100,0,0,0
"154","A164RBTU9AO3G7","Answer.Many.f10",FALSE,0,"f",0,0,1,"Many",10,0,93.1,100,0,0,0
"155","A164RBTU9AO3G7","Answer.Many.f11",FALSE,0,"f",0,0,1,"Many",11,0,93.1,100,0,0,0
"156","A164RBTU9AO3G7","Answer.Many.f12",FALSE,0,"f",0,0,1,"Many",12,0,93.1,100,0,0,0
"157","A164RBTU9AO3G7","Answer.Many.t01",TRUE,0,"t",0,0,1,"Many",1,1,93.1,100,0,0,0
"158","A164RBTU9AO3G7","Answer.Many.t02",TRUE,0,"t",0,0,1,"Many",2,1,93.1,100,0,0,0
"159","A164RBTU9AO3G7","Answer.Many.t03",FALSE,0,"t",0,0,1,"Many",3,0,93.1,100,0,0,0
"160","A164RBTU9AO3G7","Answer.Many.t04",TRUE,0,"t",0,0,1,"Many",4,1,93.1,100,0,0,0
"161","A164RBTU9AO3G7","Answer.Many.t05",TRUE,0,"t",0,0,1,"Many",5,1,93.1,100,0,0,0
"162","A164RBTU9AO3G7","Answer.Many.t06",TRUE,0,"t",0,0,1,"Many",6,1,93.1,100,0,0,0
"163","A164RBTU9AO3G7","Answer.Many.t07",TRUE,0,"t",0,0,1,"Many",7,1,93.1,100,0,0,0
"164","A164RBTU9AO3G7","Answer.Many.t08",TRUE,0,"t",0,0,1,"Many",8,1,93.1,100,0,0,0
"165","A164RBTU9AO3G7","Answer.Many.t09",FALSE,0,"t",0,0,1,"Many",9,0,93.1,100,0,0,0
"166","A164RBTU9AO3G7","Answer.Many.t10",TRUE,0,"t",0,0,1,"Many",10,1,93.1,100,0,0,0
"167","A164RBTU9AO3G7","Answer.Many.t11",TRUE,0,"t",0,0,1,"Many",11,1,93.1,100,0,0,0
"168","A164RBTU9AO3G7","Answer.Many.t12",TRUE,0,"t",0,0,1,"Many",12,1,93.1,100,0,0,0
"169","A164RBTU9AO3G7","Answer.Mtn.f01",FALSE,0,"f",0,0,1,"Mtn",1,0,93.1,100,0,0,0
"170","A164RBTU9AO3G7","Answer.Mtn.f02",FALSE,0,"f",0,0,1,"Mtn",2,0,93.1,100,0,0,0
"171","A164RBTU9AO3G7","Answer.Mtn.f03",FALSE,0,"f",0,0,1,"Mtn",3,0,93.1,100,0,0,0
"172","A164RBTU9AO3G7","Answer.Mtn.f04",FALSE,0,"f",0,0,1,"Mtn",4,0,93.1,100,0,0,0
"173","A164RBTU9AO3G7","Answer.Mtn.f05",FALSE,0,"f",0,0,1,"Mtn",5,0,93.1,100,0,0,0
"174","A164RBTU9AO3G7","Answer.Mtn.f06",FALSE,0,"f",0,0,1,"Mtn",6,0,93.1,100,0,0,0
"175","A164RBTU9AO3G7","Answer.Mtn.f07",FALSE,0,"f",0,0,1,"Mtn",7,0,93.1,100,0,0,0
"176","A164RBTU9AO3G7","Answer.Mtn.f08",FALSE,0,"f",0,0,1,"Mtn",8,0,93.1,100,0,0,0
"177","A164RBTU9AO3G7","Answer.Mtn.f09",FALSE,0,"f",0,0,1,"Mtn",9,0,93.1,100,0,0,0
"178","A164RBTU9AO3G7","Answer.Mtn.f10",FALSE,0,"f",0,0,1,"Mtn",10,0,93.1,100,0,0,0
"179","A164RBTU9AO3G7","Answer.Mtn.f11",FALSE,0,"f",0,0,1,"Mtn",11,0,93.1,100,0,0,0
"180","A164RBTU9AO3G7","Answer.Mtn.f12",FALSE,0,"f",0,0,1,"Mtn",12,0,93.1,100,0,0,0
"181","A164RBTU9AO3G7","Answer.Mtn.t01",TRUE,0,"t",0,0,1,"Mtn",1,1,93.1,100,0,0,0
"182","A164RBTU9AO3G7","Answer.Mtn.t02",TRUE,0,"t",0,0,1,"Mtn",2,1,93.1,100,0,0,0
"183","A164RBTU9AO3G7","Answer.Mtn.t03",TRUE,0,"t",0,0,1,"Mtn",3,1,93.1,100,0,0,0
"184","A164RBTU9AO3G7","Answer.Mtn.t04",TRUE,0,"t",0,0,1,"Mtn",4,1,93.1,100,0,0,0
"185","A164RBTU9AO3G7","Answer.Mtn.t05",TRUE,0,"t",0,0,1,"Mtn",5,1,93.1,100,0,0,0
"186","A164RBTU9AO3G7","Answer.Mtn.t06",TRUE,0,"t",0,0,1,"Mtn",6,1,93.1,100,0,0,0
"187","A164RBTU9AO3G7","Answer.Mtn.t07",TRUE,0,"t",0,0,1,"Mtn",7,1,93.1,100,0,0,0
"188","A164RBTU9AO3G7","Answer.Mtn.t08",TRUE,0,"t",0,0,1,"Mtn",8,1,93.1,100,0,0,0
"189","A164RBTU9AO3G7","Answer.Mtn.t09",TRUE,0,"t",0,0,1,"Mtn",9,1,93.1,100,0,0,0
"190","A164RBTU9AO3G7","Answer.Mtn.t10",TRUE,0,"t",0,0,1,"Mtn",10,1,93.1,100,0,0,0
"191","A164RBTU9AO3G7","Answer.Mtn.t11",TRUE,0,"t",0,0,1,"Mtn",11,1,93.1,100,0,0,0
"192","A164RBTU9AO3G7","Answer.Mtn.t12",TRUE,0,"t",0,0,1,"Mtn",12,1,93.1,100,0,0,0
"193","A164RBTU9AO3G7","Answer.Prop.f01",FALSE,0,"f",0,0,1,"Prop",1,0,93.1,100,0,0,0
"194","A164RBTU9AO3G7","Answer.Prop.f02",FALSE,0,"f",0,0,1,"Prop",2,0,93.1,100,0,0,0
"195","A164RBTU9AO3G7","Answer.Prop.f03",FALSE,0,"f",0,0,1,"Prop",3,0,93.1,100,0,0,0
"196","A164RBTU9AO3G7","Answer.Prop.f04",FALSE,0,"f",0,0,1,"Prop",4,0,93.1,100,0,0,0
"197","A164RBTU9AO3G7","Answer.Prop.f05",FALSE,0,"f",0,0,1,"Prop",5,0,93.1,100,0,0,0
"198","A164RBTU9AO3G7","Answer.Prop.f06",FALSE,0,"f",0,0,1,"Prop",6,0,93.1,100,0,0,0
"199","A164RBTU9AO3G7","Answer.Prop.f07",FALSE,0,"f",0,0,1,"Prop",7,0,93.1,100,0,0,0
"200","A164RBTU9AO3G7","Answer.Prop.f08",FALSE,0,"f",0,0,1,"Prop",8,0,93.1,100,0,0,0
"201","A164RBTU9AO3G7","Answer.Prop.f09",TRUE,0,"f",0,0,1,"Prop",9,1,93.1,100,0,0,0
"202","A164RBTU9AO3G7","Answer.Prop.f10",TRUE,0,"f",0,0,1,"Prop",10,1,93.1,100,0,0,0
"203","A164RBTU9AO3G7","Answer.Prop.f11",FALSE,0,"f",0,0,1,"Prop",11,0,93.1,100,0,0,0
"204","A164RBTU9AO3G7","Answer.Prop.f12",FALSE,0,"f",0,0,1,"Prop",12,0,93.1,100,0,0,0
"205","A164RBTU9AO3G7","Answer.Prop.t01",TRUE,0,"t",0,0,1,"Prop",1,1,93.1,100,0,0,0
"206","A164RBTU9AO3G7","Answer.Prop.t02",TRUE,0,"t",0,0,1,"Prop",2,1,93.1,100,0,0,0
"207","A164RBTU9AO3G7","Answer.Prop.t03",TRUE,0,"t",0,0,1,"Prop",3,1,93.1,100,0,0,0
"208","A164RBTU9AO3G7","Answer.Prop.t04",TRUE,0,"t",0,0,1,"Prop",4,1,93.1,100,0,0,0
"209","A164RBTU9AO3G7","Answer.Prop.t05",TRUE,0,"t",0,0,1,"Prop",5,1,93.1,100,0,0,0
"210","A164RBTU9AO3G7","Answer.Prop.t06",TRUE,0,"t",0,0,1,"Prop",6,1,93.1,100,0,0,0
"211","A164RBTU9AO3G7","Answer.Prop.t07",FALSE,0,"t",0,0,1,"Prop",7,0,93.1,100,0,0,0
"212","A164RBTU9AO3G7","Answer.Prop.t08",TRUE,0,"t",0,0,1,"Prop",8,1,93.1,100,0,0,0
"213","A164RBTU9AO3G7","Answer.Prop.t09",TRUE,0,"t",0,0,1,"Prop",9,1,93.1,100,0,0,0
"214","A164RBTU9AO3G7","Answer.Prop.t10",TRUE,0,"t",0,0,1,"Prop",10,1,93.1,100,0,0,0
"215","A164RBTU9AO3G7","Answer.Prop.t11",TRUE,0,"t",0,0,1,"Prop",11,1,93.1,100,0,0,0
"216","A164RBTU9AO3G7","Answer.Prop.t12",TRUE,0,"t",0,0,1,"Prop",12,1,93.1,100,0,0,0
"217","A4VFHWCOAWGVD","Answer.Many.f01",TRUE,0,"f",0,0,1,"Many",1,1,66.7,75,0,1,0
"218","A4VFHWCOAWGVD","Answer.Many.f02",FALSE,0,"f",0,0,1,"Many",2,0,66.7,75,0,1,0
"219","A4VFHWCOAWGVD","Answer.Many.f03",FALSE,0,"f",0,0,1,"Many",3,0,66.7,75,0,1,0
"220","A4VFHWCOAWGVD","Answer.Many.f04",FALSE,0,"f",0,0,1,"Many",4,0,66.7,75,0,1,0
"221","A4VFHWCOAWGVD","Answer.Many.f05",TRUE,0,"f",0,0,1,"Many",5,1,66.7,75,0,1,0
"222","A4VFHWCOAWGVD","Answer.Many.f06",FALSE,0,"f",0,0,1,"Many",6,0,66.7,75,0,1,0
"223","A4VFHWCOAWGVD","Answer.Many.f07",FALSE,0,"f",0,0,1,"Many",7,0,66.7,75,0,1,0
"224","A4VFHWCOAWGVD","Answer.Many.f08",FALSE,0,"f",0,0,1,"Many",8,0,66.7,75,0,1,0
"225","A4VFHWCOAWGVD","Answer.Many.f09",FALSE,0,"f",0,0,1,"Many",9,0,66.7,75,0,1,0
"226","A4VFHWCOAWGVD","Answer.Many.f10",FALSE,0,"f",0,0,1,"Many",10,0,66.7,75,0,1,0
"227","A4VFHWCOAWGVD","Answer.Many.f11",FALSE,0,"f",0,0,1,"Many",11,0,66.7,75,0,1,0
"228","A4VFHWCOAWGVD","Answer.Many.f12",TRUE,0,"f",0,0,1,"Many",12,1,66.7,75,0,1,0
"229","A4VFHWCOAWGVD","Answer.Many.t01",TRUE,0,"t",0,0,1,"Many",1,1,66.7,75,0,1,0
"230","A4VFHWCOAWGVD","Answer.Many.t02",TRUE,0,"t",0,0,1,"Many",2,1,66.7,75,0,1,0
"231","A4VFHWCOAWGVD","Answer.Many.t03",TRUE,0,"t",0,0,1,"Many",3,1,66.7,75,0,1,0
"232","A4VFHWCOAWGVD","Answer.Many.t04",TRUE,0,"t",0,0,1,"Many",4,1,66.7,75,0,1,0
"233","A4VFHWCOAWGVD","Answer.Many.t05",TRUE,0,"t",0,0,1,"Many",5,1,66.7,75,0,1,0
"234","A4VFHWCOAWGVD","Answer.Many.t06",TRUE,0,"t",0,0,1,"Many",6,1,66.7,75,0,1,0
"235","A4VFHWCOAWGVD","Answer.Many.t07",TRUE,0,"t",0,0,1,"Many",7,1,66.7,75,0,1,0
"236","A4VFHWCOAWGVD","Answer.Many.t08",TRUE,0,"t",0,0,1,"Many",8,1,66.7,75,0,1,0
"237","A4VFHWCOAWGVD","Answer.Many.t09",FALSE,0,"t",0,0,1,"Many",9,0,66.7,75,0,1,0
"238","A4VFHWCOAWGVD","Answer.Many.t10",TRUE,0,"t",0,0,1,"Many",10,1,66.7,75,0,1,0
"239","A4VFHWCOAWGVD","Answer.Many.t11",FALSE,0,"t",0,0,1,"Many",11,0,66.7,75,0,1,0
"240","A4VFHWCOAWGVD","Answer.Many.t12",TRUE,0,"t",0,0,1,"Many",12,1,66.7,75,0,1,0
"241","A4VFHWCOAWGVD","Answer.Mtn.f01",FALSE,0,"f",0,0,1,"Mtn",1,0,66.7,75,0,1,0
"242","A4VFHWCOAWGVD","Answer.Mtn.f02",FALSE,0,"f",0,0,1,"Mtn",2,0,66.7,75,0,1,0
"243","A4VFHWCOAWGVD","Answer.Mtn.f03",FALSE,0,"f",0,0,1,"Mtn",3,0,66.7,75,0,1,0
"244","A4VFHWCOAWGVD","Answer.Mtn.f04",FALSE,0,"f",0,0,1,"Mtn",4,0,66.7,75,0,1,0
"245","A4VFHWCOAWGVD","Answer.Mtn.f05",FALSE,0,"f",0,0,1,"Mtn",5,0,66.7,75,0,1,0
"246","A4VFHWCOAWGVD","Answer.Mtn.f06",TRUE,0,"f",0,0,1,"Mtn",6,1,66.7,75,0,1,0
"247","A4VFHWCOAWGVD","Answer.Mtn.f07",FALSE,0,"f",0,0,1,"Mtn",7,0,66.7,75,0,1,0
"248","A4VFHWCOAWGVD","Answer.Mtn.f08",FALSE,0,"f",0,0,1,"Mtn",8,0,66.7,75,0,1,0
"249","A4VFHWCOAWGVD","Answer.Mtn.f09",FALSE,0,"f",0,0,1,"Mtn",9,0,66.7,75,0,1,0
"250","A4VFHWCOAWGVD","Answer.Mtn.f10",TRUE,0,"f",0,0,1,"Mtn",10,1,66.7,75,0,1,0
"251","A4VFHWCOAWGVD","Answer.Mtn.f11",FALSE,0,"f",0,0,1,"Mtn",11,0,66.7,75,0,1,0
"252","A4VFHWCOAWGVD","Answer.Mtn.f12",FALSE,0,"f",0,0,1,"Mtn",12,0,66.7,75,0,1,0
"253","A4VFHWCOAWGVD","Answer.Mtn.t01",TRUE,0,"t",0,0,1,"Mtn",1,1,66.7,75,0,1,0
"254","A4VFHWCOAWGVD","Answer.Mtn.t02",TRUE,0,"t",0,0,1,"Mtn",2,1,66.7,75,0,1,0
"255","A4VFHWCOAWGVD","Answer.Mtn.t03",TRUE,0,"t",0,0,1,"Mtn",3,1,66.7,75,0,1,0
"256","A4VFHWCOAWGVD","Answer.Mtn.t04",FALSE,0,"t",0,0,1,"Mtn",4,0,66.7,75,0,1,0
"257","A4VFHWCOAWGVD","Answer.Mtn.t05",FALSE,0,"t",0,0,1,"Mtn",5,0,66.7,75,0,1,0
"258","A4VFHWCOAWGVD","Answer.Mtn.t06",TRUE,0,"t",0,0,1,"Mtn",6,1,66.7,75,0,1,0
"259","A4VFHWCOAWGVD","Answer.Mtn.t07",TRUE,0,"t",0,0,1,"Mtn",7,1,66.7,75,0,1,0
"260","A4VFHWCOAWGVD","Answer.Mtn.t08",TRUE,0,"t",0,0,1,"Mtn",8,1,66.7,75,0,1,0
"261","A4VFHWCOAWGVD","Answer.Mtn.t09",FALSE,0,"t",0,0,1,"Mtn",9,0,66.7,75,0,1,0
"262","A4VFHWCOAWGVD","Answer.Mtn.t10",TRUE,0,"t",0,0,1,"Mtn",10,1,66.7,75,0,1,0
"263","A4VFHWCOAWGVD","Answer.Mtn.t11",TRUE,0,"t",0,0,1,"Mtn",11,1,66.7,75,0,1,0
"264","A4VFHWCOAWGVD","Answer.Mtn.t12",FALSE,0,"t",0,0,1,"Mtn",12,0,66.7,75,0,1,0
"265","A4VFHWCOAWGVD","Answer.Prop.f01",TRUE,0,"f",0,0,1,"Prop",1,1,66.7,75,0,1,0
"266","A4VFHWCOAWGVD","Answer.Prop.f02",FALSE,0,"f",0,0,1,"Prop",2,0,66.7,75,0,1,0
"267","A4VFHWCOAWGVD","Answer.Prop.f03",FALSE,0,"f",0,0,1,"Prop",3,0,66.7,75,0,1,0
"268","A4VFHWCOAWGVD","Answer.Prop.f04",TRUE,0,"f",0,0,1,"Prop",4,1,66.7,75,0,1,0
"269","A4VFHWCOAWGVD","Answer.Prop.f05",FALSE,0,"f",0,0,1,"Prop",5,0,66.7,75,0,1,0
"270","A4VFHWCOAWGVD","Answer.Prop.f06",TRUE,0,"f",0,0,1,"Prop",6,1,66.7,75,0,1,0
"271","A4VFHWCOAWGVD","Answer.Prop.f07",FALSE,0,"f",0,0,1,"Prop",7,0,66.7,75,0,1,0
"272","A4VFHWCOAWGVD","Answer.Prop.f08",TRUE,0,"f",0,0,1,"Prop",8,1,66.7,75,0,1,0
"273","A4VFHWCOAWGVD","Answer.Prop.f09",TRUE,0,"f",0,0,1,"Prop",9,1,66.7,75,0,1,0
"274","A4VFHWCOAWGVD","Answer.Prop.f10",TRUE,0,"f",0,0,1,"Prop",10,1,66.7,75,0,1,0
"275","A4VFHWCOAWGVD","Answer.Prop.f11",TRUE,0,"f",0,0,1,"Prop",11,1,66.7,75,0,1,0
"276","A4VFHWCOAWGVD","Answer.Prop.f12",TRUE,0,"f",0,0,1,"Prop",12,1,66.7,75,0,1,0
"277","A4VFHWCOAWGVD","Answer.Prop.t01",FALSE,0,"t",0,0,1,"Prop",1,0,66.7,75,0,1,0
"278","A4VFHWCOAWGVD","Answer.Prop.t02",FALSE,0,"t",0,0,1,"Prop",2,0,66.7,75,0,1,0
"279","A4VFHWCOAWGVD","Answer.Prop.t03",TRUE,0,"t",0,0,1,"Prop",3,1,66.7,75,0,1,0
"280","A4VFHWCOAWGVD","Answer.Prop.t04",TRUE,0,"t",0,0,1,"Prop",4,1,66.7,75,0,1,0
"281","A4VFHWCOAWGVD","Answer.Prop.t05",FALSE,0,"t",0,0,1,"Prop",5,0,66.7,75,0,1,0
"282","A4VFHWCOAWGVD","Answer.Prop.t06",TRUE,0,"t",0,0,1,"Prop",6,1,66.7,75,0,1,0
"283","A4VFHWCOAWGVD","Answer.Prop.t07",TRUE,0,"t",0,0,1,"Prop",7,1,66.7,75,0,1,0
"284","A4VFHWCOAWGVD","Answer.Prop.t08",FALSE,0,"t",0,0,1,"Prop",8,0,66.7,75,0,1,0
